SAMPLES,STRUCTURE,INTERCEPT,TOPIC_1,TOPIC_2,SIGMA,TP,FP,TN,FN,PRECISION,RECALL,F1,ACCURACY
1000,IFG,-0.8940102076564289,0.3980303233834933,-0.7512396038416714,0.43026298364753984,0,0,3,2,NaN,0,NaN,0.6
2500,STG,-0.49232497104094997,-0.9775632830886152,0.9409380587096258,0.30084062286126617,0,2,0,3,0,0,0,0
2500,IFG,0.11397270256197212,0.9756119993134441,-0.9532828194173132,0.2123127650898557,2,0,3,0,1,1,1,1
5000,STG,-0.9936287854175168,0.13241462054172481,0.30557427993438147,0.5087950152321774,3,0,2,0,1,1,1,1
5000,IFG,0.09996885897610047,0.9974256658714201,-0.8737803774727136,0.2913539333371547,2,0,3,0,1,1,1,1
7500,STG,0.946035387880363,-0.3876665987569892,0.9613046897404448,0.5696403557758356,3,2,0,0,0.6,1,0.7499999999999999,0.6
7500,IFG,0.30026269552832713,0.7716390771316429,-0.942033387809178,0.37756337946577134,2,0,3,0,1,1,1,1
10000,STG,0.9997325688632828,0.23995661702191629,0.4669549571041041,0.40348565387764396,3,2,0,0,0.6,1,0.7499999999999999,0.6
10000,IFG,-0.9358406322640779,0.9848375889248231,-0.8815789729774612,0.3109358823599585,2,3,0,0,0.4,1,0.5714285714285714,0.4
1,STG,-0.5585123164023078,0.419242335736707,-0.572195902427515,0.4874372310301509,0,0,2,3,NaN,0,NaN,0.4
1,IFG,-0.02593924104023282,-0.36231106002797286,-0.9964255567721154,0.7707878089535294,0,0,3,2,NaN,0,NaN,0.6
5,STG,0.7592949973326957,-0.3210957208892387,0.35311040276469347,0.9599044241259788,3,2,0,0,0.6,1,0.7499999999999999,0.6
5,IFG,0.053109477984805684,-0.1864284686910916,0.5887498353541226,1.6386094906953048,0,3,0,2,0,0,0,0
10,STG,-0.6100860766458067,-0.34090256831975435,0.8926453693672134,0.5829210108697289,0,0,2,3,NaN,0,NaN,0.4
10,IFG,-0.34434412781565726,0.47526360564241027,-0.7352417225745503,0.5223689824074411,2,0,3,0,1,1,1,1
50,STG,-0.2591380275569265,-0.3014029595005884,-0.6779655545400737,1.8688607693333683,0,0,2,3,NaN,0,NaN,0.4
50,IFG,-0.1593232998723954,0.608879689860049,0.1507782668391596,0.4300547613888548,2,3,0,0,0.4,1,0.5714285714285714,0.4
100,STG,0.24256649868263375,-0.3254420148203326,0.6027733384749754,1.7120770471309128,3,2,0,0,0.6,1,0.7499999999999999,0.6
100,IFG,0.5391514600655328,-0.5106277355972422,0.9974145407652472,0.9032286220215143,2,3,0,0,0.4,1,0.5714285714285714,0.4
500,STG,0.7374045749260865,0.5544128534494318,0.9660077482974478,0.996458094151849,3,2,0,0,0.6,1,0.7499999999999999,0.6
500,IFG,-0.008210408480131319,0.14757828423524286,-0.7390048411991519,0.24846452900295385,0,0,3,2,NaN,0,NaN,0.6
1000,STG,-0.36544425926087504,0.44780984923117695,0.9410298182747028,0.34582141307397124,3,2,0,0,0.6,1,0.7499999999999999,0.6
1000,IFG,-0.3275328625926933,0.7149079168536225,-0.8928282844909896,0.28574311040515504,0,1,2,2,0,0,0,0.4
2500,STG,0.2650985282451015,-0.7794450178983555,0.7858831868539673,0.2560588727781862,3,2,0,0,0.6,1,0.7499999999999999,0.6
2500,IFG,-0.6142770671178841,0.5204022834035703,-0.8077260786952423,0.3155982761977488,2,1,2,0,0.6666666666666666,1,0.8,0.8
5000,STG,-0.9110400027725586,-0.2643412233133744,-0.1933528480275635,0.9690498336521709,3,2,0,0,0.6,1,0.7499999999999999,0.6
5000,IFG,-0.28277719094166887,0.38560897235079045,-0.9956868454256227,0.3561899653591136,0,0,3,2,NaN,0,NaN,0.6
7500,STG,-0.9354006889965606,-0.9095676519416156,-0.20956782101207788,0.7276781407218772,3,0,2,0,1,1,1,1
7500,IFG,-0.04643709025224507,0.9286682521522291,-0.9847079765809441,0.41941644026187386,2,2,1,0,0.5,1,0.6666666666666666,0.6
10000,STG,-0.36766074788419956,0.2609309867779389,0.9853786233831495,0.4323515005440619,3,0,2,0,1,1,1,1
10000,IFG,-0.9507105101805982,0.5851891314903055,-0.9861617267980662,0.4038942760626144,0,0,3,2,NaN,0,NaN,0.6
1,STG,0.40121765243934204,-0.983380111851873,-0.03836063996009109,1.320901106196104,3,0,2,0,1,1,1,1
1,IFG,0.2330034531590524,-0.9816396364965381,-0.8516804037395871,1.6081396069255285,0,0,3,2,NaN,0,NaN,0.6
5,STG,0.6689496550759048,0.13756613321271685,-0.5315839172237204,0.2691798123042564,3,2,0,0,0.6,1,0.7499999999999999,0.6
5,IFG,-0.8977882799999366,0.48412047954378684,0.07665895759338479,0.25483579561019226,0,0,3,2,NaN,0,NaN,0.6
10,STG,-0.8858675014656009,-0.2887603147651579,0.11230356079006569,0.6974958923348796,0,0,2,3,NaN,0,NaN,0.4
10,IFG,-0.6793545034515698,-0.5945994403267796,-0.04513160738332868,1.1151726296397995,0,0,3,2,NaN,0,NaN,0.6
50,STG,-0.5158903842499917,-0.08961827046578644,0.31807116238839767,0.7951999714411375,0,0,2,3,NaN,0,NaN,0.4
50,IFG,0.866942698540909,-0.9201149233511728,-0.3043464111367986,0.7772885074590037,0,3,0,2,0,0,0,0
100,STG,0.4870803088021529,0.9966470389397696,0.6991009325915623,1.0179365128463749,3,2,0,0,0.6,1,0.7499999999999999,0.6
100,IFG,-0.8818114591974873,0.11483843631048427,-0.8803674841081296,0.47959380508097343,0,0,3,2,NaN,0,NaN,0.6
500,STG,-0.6889635368726839,0.21037852519120545,0.9141964492288223,0.33613574121106304,3,0,2,0,1,1,1,1
500,IFG,0.702801870786167,0.02478374509901675,-0.18973603995388244,0.5623415625444601,2,0,3,0,1,1,1,1
1000,STG,0.4653139784538227,-0.9061058117019484,0.4032688279523353,0.2997366527382336,3,0,2,0,1,1,1,1
1000,IFG,-0.6581023833616382,-0.5628467424580649,-0.9839461617952272,0.48879990169488263,0,0,3,2,NaN,0,NaN,0.6
2500,STG,0.7494423706886578,0.0013835246160331244,0.9957645479835042,0.5224677820671705,3,2,0,0,0.6,1,0.7499999999999999,0.6
2500,IFG,-0.6445173843133432,0.8015620077733873,-0.9501093360190079,0.2117277769127698,2,0,3,0,1,1,1,1
5000,STG,0.524860743510517,-0.7500325282045328,0.9283226340083022,0.2465491288027989,3,0,2,0,1,1,1,1
5000,IFG,-0.5693523095002766,0.9949579569981724,0.19029864840002847,0.41654035599602823,2,3,0,0,0.4,1,0.5714285714285714,0.4
7500,STG,-0.7346984478459823,0.5912832106587989,0.20979138877658512,0.4904838989785746,3,0,2,0,1,1,1,1
7500,IFG,0.3725499373368463,0.9280271537602827,-0.9100690675455372,0.8142641866186905,2,0,3,0,1,1,1,1
10000,STG,0.5322434284791238,-0.9394020822275158,0.9873397530942013,0.25193886857419623,3,0,2,0,1,1,1,1
10000,IFG,0.8011206455542328,-0.1299542533669381,-0.8509204021801464,0.29436896590736455,2,1,2,0,0.6666666666666666,1,0.8,0.8
1,STG,0.6358508937145171,-0.9177551295604371,0.12170627321153704,0.7951290769806514,3,0,2,0,1,1,1,1
1,IFG,0.25489916760072306,-0.7735248375725456,0.14804171154731316,0.028117496056550895,0,3,0,2,0,0,0,0
5,STG,0.28827123978534513,0.7896164800333332,0.7633694292184797,1.8775435065004025,3,2,0,0,0.6,1,0.7499999999999999,0.6
5,IFG,0.5809547913752295,-0.9148497610898754,-0.7087692598960458,1.0728331983520394,0,0,3,2,NaN,0,NaN,0.6
10,STG,0.8893023298986006,0.5329915494459985,-0.6906321595715492,0.967036543497341,3,2,0,0,0.6,1,0.7499999999999999,0.6
10,IFG,-0.29392771689430086,-0.4505747384361726,-0.8613901745012564,0.35813367287983155,0,0,3,2,NaN,0,NaN,0.6
50,STG,0.9469645292414005,0.19873682839882634,0.15187007195929667,0.47315288106311926,3,2,0,0,0.6,1,0.7499999999999999,0.6
50,IFG,-0.6256104588705007,0.28599217873616434,0.8495092016118443,0.7399168279663437,0,3,0,2,0,0,0,0
100,STG,0.859702434885801,-0.7242914882752622,-0.9467425508871519,0.7461853971208974,0,2,0,3,0,0,0,0
100,IFG,-0.9816508523708327,0.9109320160485057,0.7663389582428288,1.5627634619012805,0,0,3,2,NaN,0,NaN,0.6
500,STG,0.7295989279295034,-0.874474655821558,0.8345965968393023,0.20116947428317464,3,0,2,0,1,1,1,1
500,IFG,-0.5929340093450024,0.9688220641923673,0.46212808431509855,0.4241262998438653,2,3,0,0,0.4,1,0.5714285714285714,0.4
1000,STG,0.9839513813825316,-0.8247248942917175,0.4302377161732092,0.37389496266157274,3,0,2,0,1,1,1,1
1000,IFG,-0.057552067861548525,0.8872058256429168,-0.9833905334384012,0.263823288270036,0,2,1,2,0,0,0,0.2
2500,STG,-0.4513577273231695,0.16174858912938725,0.5493573602918308,0.3267947616760064,0,0,2,3,NaN,0,NaN,0.4
2500,IFG,-0.19244266926674397,0.8654351048620186,-0.9841284081295133,0.16837436683128645,2,0,3,0,1,1,1,1
5000,STG,-0.19384339630376834,-0.9342326374480393,-0.9382636134891054,0.5167819088884951,0,0,2,3,NaN,0,NaN,0.4
5000,IFG,-0.821738043441616,0.9021156594502268,0.2293797563161078,0.8175070832719009,1,0,3,1,1,0.5,0.6666666666666666,0.8
7500,STG,0.7431893715073076,0.9637449587985354,0.9996739276629023,0.6578223107727379,3,2,0,0,0.6,1,0.7499999999999999,0.6
7500,IFG,-0.046467755698595514,0.9866370698217257,-0.7699889169565037,0.31118043200706486,2,0,3,0,1,1,1,1
10000,STG,0.3145156105577349,-0.9146945014575633,0.8470616695506935,0.2512242391143668,3,2,0,0,0.6,1,0.7499999999999999,0.6
10000,IFG,-0.29098691960716383,0.9856362471440181,-0.8691525583474586,0.27051898403630004,2,0,3,0,1,1,1,1
1,STG,0.40359749465067063,0.3815454237001684,0.9219939618760185,0.41166779727481284,3,2,0,0,0.6,1,0.7499999999999999,0.6
1,IFG,0.12737055332699798,0.8366703841158307,0.9576729025273765,0.06173705869174162,2,3,0,0,0.4,1,0.5714285714285714,0.4
5,STG,-0.39085823773361816,0.9170356317757378,0.6131412585645338,1.814585400189621,3,2,0,0,0.6,1,0.7499999999999999,0.6
5,IFG,-0.7258442291100404,0.18808129083480943,0.8738664451170572,0.39464155847840976,0,3,0,2,0,0,0,0
10,STG,0.9803152776349295,0.30564112160299456,0.17182443740678602,1.6329840402650797,3,2,0,0,0.6,1,0.7499999999999999,0.6
10,IFG,-0.5298288889681815,0.32595241644888345,0.2131025530238374,0.7053016888208548,0,0,3,2,NaN,0,NaN,0.6
50,STG,-0.18451257750191155,-0.3133050229514909,0.7395263735661304,0.43710071855749955,3,0,2,0,1,1,1,1
50,IFG,-0.11945580798721933,0.05650034680407961,-0.9461685443791215,0.3363832663752494,2,0,3,0,1,1,1,1
100,STG,-0.5792734463081819,0.4785293871086131,0.9392392288545404,0.38460891922940516,0,0,2,3,NaN,0,NaN,0.4
100,IFG,-0.8484877908328838,0.3365689784905636,0.8234767462918695,0.41666702275050177,0,0,3,2,NaN,0,NaN,0.6
500,STG,0.3604399272242243,-0.759386646609513,0.8491914258324809,0.4788390936433625,3,0,2,0,1,1,1,1
500,IFG,0.27855971722636375,0.9098897637611928,-0.1996677734659293,0.5373194827270515,0,0,3,2,NaN,0,NaN,0.6
1000,STG,0.9717904003686888,-0.3149919740266538,0.266646383790615,0.2922768794406575,3,2,0,0,0.6,1,0.7499999999999999,0.6
1000,IFG,-0.8481317596541529,0.22658616723764133,-0.307688773550952,0.34577962859496086,0,0,3,2,NaN,0,NaN,0.6
2500,STG,0.6996429977549362,-0.9025501404428231,0.9808455671617704,0.33284209746260407,3,0,2,0,1,1,1,1
2500,IFG,-0.21480087793228533,-0.8370467555580441,-0.7640312540836974,0.4085955491386679,2,0,3,0,1,1,1,1
5000,STG,0.9862917784811202,-0.9884329235723504,0.2013552478881784,0.33994796039155994,3,0,2,0,1,1,1,1
5000,IFG,-0.2845250063644549,0.8991960129593894,-0.8561622800323485,0.3029746985603069,0,0,3,2,NaN,0,NaN,0.6
7500,STG,0.9415608321646639,-0.7481984728854351,0.2856633768407468,0.7166709271704808,3,0,2,0,1,1,1,1
7500,IFG,0.8598327158656411,0.8989262445466777,-0.42260898296661575,0.7282545921186261,2,0,3,0,1,1,1,1
10000,STG,0.3974710222577038,-0.22978659850139382,0.91886137601082,0.30912692949120946,3,0,2,0,1,1,1,1
10000,IFG,0.11993859986714518,0.5758356938784084,-0.9925005638027313,0.5453890186961191,0,3,0,2,0,0,0,0
1,STG,0.7676103396519096,-0.8487396817889588,-0.5850109397191228,0.6007432670490109,3,0,2,0,1,1,1,1
1,IFG,-0.5971493009216275,-0.2274133835132237,-0.38580389849258523,1.3586259255423876,0,0,3,2,NaN,0,NaN,0.6
5,STG,-0.4819758161223594,-0.05746399461725149,-0.15301020387444142,0.23605371498548644,0,0,2,3,NaN,0,NaN,0.4
5,IFG,-0.5933502441257684,0.2862055086193002,-0.7649755868503062,1.7442177745067706,0,0,3,2,NaN,0,NaN,0.6
10,STG,-0.42585095620465757,-0.6190672550588532,0.5168671035860145,0.516856374151768,2,0,2,1,1,0.6666666666666666,0.8,0.8
10,IFG,-0.422815878976199,0.2616969811532515,0.002207386393633652,1.571870385418444,0,0,3,2,NaN,0,NaN,0.6
50,STG,-0.33364522085896364,-0.6670702842952996,0.6242633503834842,1.8887437118877575,1,0,2,2,1,0.3333333333333333,0.5,0.6
50,IFG,0.0817274459772388,0.0868500929331788,0.5973297657262461,1.7225738828725972,2,3,0,0,0.4,1,0.5714285714285714,0.4
100,STG,-0.0898396280682145,0.16689134794752863,0.9402254270037543,0.2463183975222648,3,2,0,0,0.6,1,0.7499999999999999,0.6
100,IFG,0.33279607575439885,0.6253763937028373,-0.40445803685324955,0.8069634858373034,2,3,0,0,0.4,1,0.5714285714285714,0.4
500,STG,0.9261015878931074,-0.7828102340663828,0.8614730751789129,0.6919979285800786,3,2,0,0,0.6,1,0.7499999999999999,0.6
500,IFG,0.7551262985340401,-0.9133079191512442,0.9083793904688438,0.492216337749363,0,3,0,2,0,0,0,0
1000,STG,-0.2834291687833433,-0.8964493391243119,0.6608651354017718,0.5225841647517792,2,0,2,1,1,0.6666666666666666,0.8,0.8
1000,IFG,0.485280888255124,0.9834830726534155,-0.4718275894890325,0.37120099300356263,2,3,0,0,0.4,1,0.5714285714285714,0.4
2500,STG,0.6428291672104169,-0.9730302452574762,-0.5697218422832354,0.4541151034096309,3,0,2,0,1,1,1,1
2500,IFG,0.6465893644309582,0.9732886807537656,-0.28764559156806213,0.4584934150864077,0,0,3,2,NaN,0,NaN,0.6
5000,STG,0.05786804918806928,-0.9738695832346977,0.05073681430484166,0.26803740088187,3,0,2,0,1,1,1,1
5000,IFG,-0.7466323904182646,0.010206556966467918,-0.8775236323703312,0.4833039575317243,2,3,0,0,0.4,1,0.5714285714285714,0.4
7500,STG,-0.7307960805312487,-0.9797531192217215,0.9538225323868711,0.2978988505341165,3,0,2,0,1,1,1,1
7500,IFG,0.5093323144237225,0.9236940024586592,-0.9280793673927541,0.33264573089963645,2,0,3,0,1,1,1,1
10000,STG,0.06755418744583326,-0.91341040835333,0.9675220123923483,0.2696168929583902,3,0,2,0,1,1,1,1
10000,IFG,-0.6949344490016927,0.8132212806720149,-0.9220271938406768,0.36661754992965206,0,0,3,2,NaN,0,NaN,0.6
1,STG,-0.1247870023039952,0.7567657236781782,0.268698679316254,0.025006861243138445,3,2,0,0,0.6,1,0.7499999999999999,0.6
1,IFG,0.945049094214387,-0.17451997107637984,-0.29406140838995687,1.7341084499222368,2,3,0,0,0.4,1,0.5714285714285714,0.4
5,STG,-0.9185856013083495,-0.7626966792978997,-0.32003125919229614,0.6144224244268213,0,0,2,3,NaN,0,NaN,0.4
5,IFG,-0.9514196460536017,0.05378432777108122,0.5991334502533234,0.3487262729277873,0,0,3,2,NaN,0,NaN,0.6
10,STG,0.2997339002760993,-0.2637974350089487,0.570069653616736,1.0515347969835387,3,0,2,0,1,1,1,1
10,IFG,-0.8243768325292183,0.6073683733369,0.4641419205839623,1.5300448052137805,0,0,3,2,NaN,0,NaN,0.6
50,STG,0.948434844138819,-0.8268170261267067,-0.41697490823150063,0.4826702443249985,3,2,0,0,0.6,1,0.7499999999999999,0.6
50,IFG,0.5242507192171649,0.8565704928704432,0.12170209909519383,1.6838825567904456,2,3,0,0,0.4,1,0.5714285714285714,0.4
100,STG,0.7275033721241639,-0.995771205330519,-0.04812029581708707,1.3365999403145552,3,0,2,0,1,1,1,1
100,IFG,0.41460099992420957,-0.3403705324980302,-0.9315117166748995,0.5349695810840319,2,0,3,0,1,1,1,1
500,STG,-0.32623526791086493,-0.9806589843874464,0.9261337985653537,0.3520367155169828,3,2,0,0,0.6,1,0.7499999999999999,0.6
500,IFG,0.14621005292759387,0.04081481415469501,0.07021705882200976,0.4059385301749805,2,0,3,0,1,1,1,1
1000,STG,-0.23703697082678432,-0.9178637693458531,0.8524877636779216,0.3018727449424684,3,2,0,0,0.6,1,0.7499999999999999,0.6
1000,IFG,-0.6207345864673361,0.9593917466509801,-0.4289199999042926,0.22993747396026795,2,0,3,0,1,1,1,1
2500,STG,0.5794029393761382,-0.7265060546125994,0.5055734176922777,0.2837823612380476,3,2,0,0,0.6,1,0.7499999999999999,0.6
2500,IFG,-0.9770503761352527,0.3859830053320736,0.41862053328225457,0.49791208057471525,2,3,0,0,0.4,1,0.5714285714285714,0.4
5000,STG,0.2332864423533248,-0.8648783474444134,0.9966422809252061,0.3810530339421424,3,2,0,0,0.6,1,0.7499999999999999,0.6
5000,IFG,0.1877585954513202,0.969586090862414,-0.97035150858988,0.38626093377887283,2,0,3,0,1,1,1,1
7500,STG,0.07196940192599133,-0.7332060355189687,0.9807008383954435,0.3148795544735572,2,0,2,1,1,0.6666666666666666,0.8,0.8
7500,IFG,-0.9295601929516297,0.5083720967612994,-0.8988183215604185,0.44638802758053475,1,0,3,1,1,0.5,0.6666666666666666,0.8
10000,STG,0.5459963530184295,-0.41153233351513124,0.5392021916449705,0.3140010865624179,3,0,2,0,1,1,1,1
10000,IFG,0.6787216597018342,-0.1783562257757166,-0.9912865707922003,0.350072515078988,2,0,3,0,1,1,1,1
1,STG,-0.15532010463722523,-0.6956486210714448,0.9611311799278757,1.739446380881017,3,0,2,0,1,1,1,1
1,IFG,0.21668119438010391,-0.05515655522723728,0.19821852111592753,0.36793590474908155,2,3,0,0,0.4,1,0.5714285714285714,0.4
5,STG,-0.39978059326576565,-0.7270751800656385,0.6350308927134666,1.0017690407833082,3,0,2,0,1,1,1,1
5,IFG,0.9465250401881758,0.01662232702923909,0.4235793813568968,0.4562746753909426,2,3,0,0,0.4,1,0.5714285714285714,0.4
10,STG,-0.8493696379766607,-0.16419330419879877,0.5088075144507181,1.7806067847351064,0,0,2,3,NaN,0,NaN,0.4
10,IFG,-0.7914657132650482,-0.6776266090818757,0.812961848143863,0.2525600198928122,0,1,2,2,0,0,0,0.4
50,STG,-0.739702804726029,0.15862758848133174,0.9799698562578542,1.528886884610671,3,0,2,0,1,1,1,1
50,IFG,0.5310498937565261,-0.4583112679548752,0.8573120476621044,1.826015773773735,0,3,0,2,0,0,0,0
100,STG,0.6116790103546264,-0.09506434003626299,-0.05431368194061653,0.40832480981447206,3,2,0,0,0.6,1,0.7499999999999999,0.6
100,IFG,0.2818729967212674,-0.18075352259583893,0.9391162533856677,1.3048313073432485,2,3,0,0,0.4,1,0.5714285714285714,0.4
500,STG,-0.9746029973149767,-0.6458954701246746,0.9897958393626873,0.3197290334852797,1,0,2,2,1,0.3333333333333333,0.5,0.6
500,IFG,0.9566938844529783,-0.04501011552399708,-0.7236846344689174,0.44564580860019354,2,3,0,0,0.4,1,0.5714285714285714,0.4
1000,STG,0.957733575168326,-0.9910476402684311,0.573603813561833,0.3197400112503116,3,0,2,0,1,1,1,1
1000,IFG,-0.9084686876218668,-0.5139911371798449,-0.8099342233356818,0.7801666071005591,0,0,3,2,NaN,0,NaN,0.6
2500,STG,-0.9370526845257413,-0.8458215667418977,0.7705825022286545,0.3700531397572784,3,0,2,0,1,1,1,1
2500,IFG,0.9834475316403357,0.9507907186590671,-0.7848379461450639,0.6383425932419584,2,0,3,0,1,1,1,1
5000,STG,0.43754158142980226,-0.9246948741767806,0.739297188138406,0.3825232540769079,3,0,2,0,1,1,1,1
5000,IFG,-0.8700895116889937,0.9937593463711201,0.3570240981173145,0.43638408433371567,2,0,3,0,1,1,1,1
7500,STG,0.01807208912978056,-0.9319017709284984,0.3049118255703774,0.2320503559834138,3,0,2,0,1,1,1,1
7500,IFG,-0.2549444720277572,0.618257226783774,-0.9731772885396532,0.38458516028580614,2,0,3,0,1,1,1,1
10000,STG,0.25037298493861015,-0.9188948520414044,-0.0782932046936154,0.4041238541399817,3,2,0,0,0.6,1,0.7499999999999999,0.6
10000,IFG,-0.40899916095137606,0.9814912407409115,-0.9004307150127296,0.22617471106784282,2,0,3,0,1,1,1,1
1,STG,-0.5905593789172117,0.36201911080991556,0.33726267137386445,0.7837466183982356,0,0,2,3,NaN,0,NaN,0.4
1,IFG,-0.01363612379700152,-0.8387523656511957,0.7099227422838612,0.6258412616593496,0,3,0,2,0,0,0,0
5,STG,0.561088933773704,0.30484704624318953,-0.8620454856066164,0.09694167932994321,0,2,0,3,0,0,0,0
5,IFG,0.3621117544938466,0.9208647352242405,0.9421866601176077,0.9563941149027018,2,3,0,0,0.4,1,0.5714285714285714,0.4
10,STG,0.06127741681734729,-0.5027555141665511,-0.464811781927978,0.9453662152753203,0,0,2,3,NaN,0,NaN,0.4
10,IFG,0.18968810114246912,-0.09864343493173933,0.5049480627713432,0.6133362956415325,2,3,0,0,0.4,1,0.5714285714285714,0.4
50,STG,-0.7415674253878857,-0.23374391152262494,-0.571690362149291,0.44359735514305904,0,0,2,3,NaN,0,NaN,0.4
50,IFG,-0.8484383425419383,-0.78865257028659,0.9129259349589112,1.0453459539282446,0,1,2,2,0,0,0,0.4
100,STG,-0.9028475929141961,-0.646285091600832,0.49430189918031875,0.6913450857162152,0,0,2,3,NaN,0,NaN,0.4
100,IFG,-0.8741685526314662,-0.5249006868709791,0.41941499814629346,0.6560006186672888,0,0,3,2,NaN,0,NaN,0.6
500,STG,-0.2412886057198488,-0.9958686992030701,0.993809682337295,0.553918772307104,3,0,2,0,1,1,1,1
500,IFG,0.2170823717293491,0.13784848777603054,-0.7867730469644908,0.28501042030523194,2,3,0,0,0.4,1,0.5714285714285714,0.4
1000,STG,-0.12018557587738044,-0.17804134240235833,0.4204538488483511,0.39644725275487563,3,0,2,0,1,1,1,1
1000,IFG,0.15716142013523587,0.9215887375839711,-0.9500291693878608,0.4589988310462404,2,0,3,0,1,1,1,1
2500,STG,0.2894347794979237,0.9513744323571645,0.3967049987640999,0.9023858821637047,3,2,0,0,0.6,1,0.7499999999999999,0.6
2500,IFG,-0.09425354357007978,0.9496844487036463,-0.8938066820029054,0.17892990647496146,0,3,0,2,0,0,0,0
5000,STG,0.06778017737240571,-0.06693547250430351,0.6597516853075175,0.28257269292636605,3,0,2,0,1,1,1,1
5000,IFG,-0.0829561857928584,0.8557756500817877,-0.8988325413004936,0.29768034684037226,0,3,0,2,0,0,0,0
7500,STG,0.6602513163387742,-0.9185024851012142,0.8796831784518685,0.355428679379296,3,0,2,0,1,1,1,1
7500,IFG,0.10826324866403336,0.8704806846242047,-0.8299130933989063,0.35010365772719465,2,0,3,0,1,1,1,1
10000,STG,0.8821181648183434,-0.7161730814049134,0.9476578726099087,0.2769287648012736,3,0,2,0,1,1,1,1
10000,IFG,-0.9804729619763122,0.30573985003432574,-0.15881479599840131,0.7806806779979862,0,0,3,2,NaN,0,NaN,0.6
1,STG,0.49794498001384024,0.8719952568838223,0.2807565790404105,0.2763682133716103,3,2,0,0,0.6,1,0.7499999999999999,0.6
1,IFG,-0.04868746898015708,-0.8228551442762795,0.1116399982189531,0.8195572353836121,0,2,1,2,0,0,0,0.2
5,STG,0.6170074995447666,0.9556444171661242,0.87447975665409,1.0571093954782897,3,2,0,0,0.6,1,0.7499999999999999,0.6
5,IFG,-0.2985268704866541,0.9593165138176079,-0.7941406832966841,1.9716841353275698,2,0,3,0,1,1,1,1
10,STG,0.7792415937999434,0.13912131474711864,0.24701412052428734,0.494590925870146,3,2,0,0,0.6,1,0.7499999999999999,0.6
10,IFG,-0.5581101715980014,-0.8373228038523111,0.5829558568862326,1.496474147471079,0,3,0,2,0,0,0,0
50,STG,0.5888184077542705,-0.4787438968616817,0.15611664860708083,0.49658642112494156,3,2,0,0,0.6,1,0.7499999999999999,0.6
50,IFG,0.5670294005294382,-0.09413343936165083,0.13330119447726016,0.5647102403928157,2,3,0,0,0.4,1,0.5714285714285714,0.4
100,STG,0.7568897301468852,-0.9958495750636214,-0.8762998428611948,0.46011513472329596,0,2,0,3,0,0,0,0
100,IFG,-0.9221582838635565,0.9041599991832736,-0.9689597467635533,0.98057266301338,0,0,3,2,NaN,0,NaN,0.6
500,STG,-0.16075959636701234,-0.9482513640204043,0.9327804296501618,0.3437324197061567,3,0,2,0,1,1,1,1
500,IFG,0.45102834192690106,0.8675922292409624,-0.7488920222024782,0.36453464117945233,2,0,3,0,1,1,1,1
1000,STG,-0.17075609411974582,-0.9181424901517019,0.9856485796959537,0.7837605940166551,3,0,2,0,1,1,1,1
1000,IFG,-0.9143377206033467,0.850996223213018,-0.04564440308292432,0.3553133325373094,0,0,3,2,NaN,0,NaN,0.6
2500,STG,0.9058131673222132,-0.6556097072705962,0.9749529537867103,0.607835226433005,3,0,2,0,1,1,1,1
2500,IFG,-0.6769294303940472,0.5929649655218517,-0.8443923671019378,0.23193620877204554,0,0,3,2,NaN,0,NaN,0.6
5000,STG,0.5193007582572842,0.9739250322252279,0.9797301370595636,1.2297242617194963,3,0,2,0,1,1,1,1
5000,IFG,-0.9395525074669662,0.9763636139225317,-0.21563150948808543,0.8965000096078238,2,0,3,0,1,1,1,1
7500,STG,-0.2537248192394026,-0.9167937493026544,0.7609110740466783,0.31501589838390875,3,0,2,0,1,1,1,1
7500,IFG,-0.6008414731852573,0.8338193081040429,-0.9422387357927167,0.4747960942934162,2,0,3,0,1,1,1,1
10000,STG,0.24441318318314242,0.16974617910326026,0.8984847722871682,0.24850984723209094,3,2,0,0,0.6,1,0.7499999999999999,0.6
10000,IFG,-0.5650320270607546,0.39711618199517573,-0.5817629964975309,0.3297676486658603,0,0,3,2,NaN,0,NaN,0.6
1,STG,-0.813136529565861,-0.2290218187240609,0.3025580305698168,0.43545357795136486,0,0,2,3,NaN,0,NaN,0.4
1,IFG,0.5296443509976267,-0.611179783252943,0.5772708256697934,0.6661358603357446,0,3,0,2,0,0,0,0
5,STG,0.5563030495988365,-0.2623409690609474,0.6947813269875447,1.4007248498624723,3,2,0,0,0.6,1,0.7499999999999999,0.6
5,IFG,-0.13007220507739214,0.9882870732258504,-0.029130038245148357,0.031089174622848326,2,0,3,0,1,1,1,1
10,STG,0.30032851192752014,-0.7155281673508926,0.8570261734906239,0.3349027300695081,3,0,2,0,1,1,1,1
10,IFG,0.6717202367331687,0.3634363408598807,-0.8738265192607518,0.3973554579714699,2,1,2,0,0.6666666666666666,1,0.8,0.8
50,STG,0.8521882106024226,0.26892133981094407,0.47898922506690356,0.6510048238847975,3,2,0,0,0.6,1,0.7499999999999999,0.6
50,IFG,-0.995130591787748,0.6945569763706251,-0.7731675108480587,0.33391589107091446,0,0,3,2,NaN,0,NaN,0.6
100,STG,-0.18021043849931262,-0.3782178832599179,-0.3301122936206736,1.2555097593598243,0,0,2,3,NaN,0,NaN,0.4
100,IFG,0.5747339092580062,-0.8817494174119225,-0.8959741241524897,1.0944974789139816,2,0,3,0,1,1,1,1
